menuId;dietSelection(0-Normal,1-Vegetarian,2-Vegan);nutritionalDisease(0-Normal,1-Diabetes,2-Celiac,3-Reflux);caloryValue;proteinValue;carbonhydratValue;fatValue;menuContents
1106;0;3;2400;160;60;60;Breakfast,1 cup of tea,1 slice of low-fat white cheese,2 slice of bran bread,1 boiled egg,Tomato, Cucumber,Lunch,1 serving of okra dish,1 slices of bran bread,1 bowl of yogurt,Snack,1 peach,Dinner,1 serving boiled chicken,1 slice of bran bread,1 bown of yogurt,Non-fat Salad
1107;0;3;2400;100;70;50;Breakfast,1 cup of tea,6 olives,2 slice of bran bread,1 boiled egg,Cucumber,Snack,10 almonds,1 cup of coffee,Lunch,1 serving of mixed vegetable dish,1 slices of bran bread,1 bowl of yogurt,Snack,1 banana,1 cup of milk,Dinner,1 serving of chicken grill,1 slice of bran bread,Non-fat Salad
1108;0;3;2400;160;80;60;Breakfast,1 cup of tea,2 boiled eggs,2 slice of bran bread,Snack,1 cup of coffee,Lunch,1 bowl of lentil soup,1 slice of bran bread,1 serving grilled chicken with vegetables dish,1 bown of yogurt,Snack,2 mandarins,Dinner,Non-fat Salad,1 bowl of yogurt
1109;0;3;2400;150;80;50;Breakfast,1 cup of tea,1 boiled egg,2 slice of bran bread,1 slice of low-fat white cheese,Snack,10 strawberries,Lunch,1 bowl of tomato soup,1 slice of bran bread,1 serving eggplant dish,1 bown of yogurt,Snack,1 apple,1 cup of coffee,Dinner,1 serving of chickpeas dish,1 slice of bran bread,Non-fat Salad
1110;0;3;2400;160;60;60;Breakfast,1 cup of tea,2 slice of low-fat white cheese,2 slice of bran bread,Cucumber,Snack,1 pear,1 cup of coffee,Lunch,1 serving of celery dish,1 slice of bran bread,Non-fat Salad,1 glass of buttermilk,Snack,15 nuts, 10 almonds,Dinner,1 serving of haricot bean dish,Non-fat Salad,1 slice of bran bread
1111;0;3;2500;150;80;50;Breakfast,1 cup of tea,1 boiled egg,1 slice of low-fat white cheese,2 slice of bran bread,Snack,1 cup of milk,Lunch,1 bowl of barley noodle soup,1 slice of bran bread,4 meatballs,Non-fat Salad,Snack,20 cherries,Dinner,1 serving leek dish,Non-fat Salad,1 bowl of yogurt
1112;0;3;2500;160;60;60;Breakfast,1 cup of tea,Omelet with 2 egg,1 slice of bran bread,Snack,1 cup of coffee,Lunch,1 bowl of lentil soup,1 slice of bran bread,1 serving artichoke dish,Non-fat Salad,Snack,15 peanuts,10 hazelnuts,Dinner,1 serving of fish grill,Non-fat Salad,1 slice of bran bread
1113;0;3;2500;150;80;50;Breakfast,1 cup of tea,1 boiled egg,2 slice of bran bread,1 slice of low-fat white cheese,Snack,1 cup of coffee,Lunch,1 serving pumpkin dish,1 slice of bran bread,1 bown of yogurt,Snack,10 plums,Dinner,1 serving okra dish,Non-fat Salad,1 bowl of yogurt
1114;0;3;2500;100;60;60;Breakfast,1 cup of tea,1 slice of low-fat white cheese,2 slice of bran bread,1 boiled egg,Tomato, Cucumber,Lunch,1 bowl of barley noodle soup,1 slice of bran bread,4 meatballs,Non-fat Salad,Snack,3 dried apricots,3 walnuts,1 cup of coffee,Dinner,1 serving spinach dish,1 slice of bran bread,1 bown of yogurt,Non-fat Salad
1115;0;3;2500;100;70;50;Breakfast,1 cup of tea,5 olives,2 slice of bran bread,Omelet with 1 egg,Cucumber,Snack,1 glass of milk,10 almonds,1 cup of coffee,Lunch,1 serving of green bean dish,2 slices of bran bread,Non-fat Salad,Snack,1 banana,Dinner,1 serving of fish grill,Non-fat Salad,1 slice of bran bread
1116;0;3;2500;150;80;70;Breakfast,1 cup of tea,2 boiled eggs,2 slice of bran bread,1/2 avocado,Snack,1 cup of herbal tea,Lunch,1 bowl of lentil soup,1 slice of bran bread,1 serving artichoke dish,Non-fat Salad,Snack,1 apple,1 cup of coffee,Dinner,1 serving of chickpeas,1 slice of bran bread,Non-fat Salad
1117;0;3;2500;150;80;50;Breakfast,1 cup of tea,1 boiled egg,2 slice of bran bread,1 slice of low-fat white cheese,Snack,10 strawberries,Lunch,1 bowl of tomato soup,1 slice of bran bread,1 serving eggplant dish,1 bown of yogurt,Snack,1 apple,1 cup of coffee,Dinner,1 serving of haricot bean dish,Non-fat Salad,1 slice of bran bread
1118;0;3;2500;170;80;80;Breakfast,1 cup of tea,1 slice of low-fat white cheese,2 slice of bran bread,Cucumber,Snack,1 orange,1 cup of coffee,Lunch,1 bowl of tomato soup,1 slice of bran bread,1 serving eggplant dish,1 bown of yogurt,Snack,15 nuts, 10 almonds,Dinner,Non-fat Salad,1 slice of bran bread,1 bowl of yogurt
1119;0;3;2500;100;60;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,2 slice of bran bread,1 boiled egg,Cucumber,Lunch,1 serving of okra dish,1 slices of bran bread,1 bowl of yogurt,Snack,1 peach,Dinner,1 serving of chickpeas,1 slice of bran bread,Non-fat Salad
1120;0;3;2500;100;70;50;Breakfast,1 cup of tea,5 olives,1 slice of bran bread,2 boiled eggs,Cucumber,Snack,10 almonds,1 cup of coffee,Lunch,1 serving of mixed vegetable dish,1 slices of bran bread,1 bowl of yogurt,Snack,1 banana,1 cup of milk,Dinner,1 bowl of lentil soup,1 slice of bran bread,1 serving artichoke dish,Non-fat Salad
1121;0;3;2600;100;60;80;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of bran bread,1 boiled egg,Cucumber,Lunch,Salad with tuna,2 slices of bran bread,1 cup buttermilk,Snack,3 dried apricots,3 walnuts,1 cup of coffee,Dinner,1 serving spinach dish,serving of pasta,1 bown of yogurt,Non-fat Salad
1122;0;3;2600;100;70;50;Breakfast,1 cup of tea,5 olives,1 slice of bran bread,Omelet with 1 egg,Cucumber,Snack,1 glass of milk,10 almonds,1 cup of coffee,Lunch,1 serving of green bean dish,2 slices of bran bread,1 bowl of yogurt,Snack,1 banana,Dinner,1 serving of chicken grill,1 slice of bran bread,Non-fat Salad
1123;0;3;2600;150;80;50;Breakfast,1 cup of tea,2 boiled eggs,1 slice of bran bread,1/2 avocado,Snack,1 cup of herbal tea,Lunch,1 bowl of lentil soup,1 slice of bran bread,1 serving eggplant dish,1 bown of yogurt,Snack,1 apple,1 cup of coffee,Dinner,1 serving of chickpea dish,serving of pasta,Non-fat Salad
1124;0;3;2600;150;80;50;Breakfast,1 cup of tea,1 boiled egg,1 slice of bran bread,1 slice of low-fat white cheese,Snack,10 strawberries,Lunch,1 bowl of tomato soup,1 slice of bran bread,1 serving eggplant dish,1 bown of yogurt,Snack,1 orange,1 cup of coffee,Dinner,1 serving of chickpeas dish,1 slice of bran bread,Non-fat Salad
1125;0;3;2600;150;80;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of bran bread,Cucumber,Snack,1 orange,1 cup of coffee,Lunch,1 serving of grilled meat,1 slice of bran bread,Non-fat Salad,1 glass of buttermilk,Snack,15 nuts,10 almonds,Dinner,Non-fat Salad,1 slice of bran bread,1 bowl of yogurt
1126;0;3;2600;100;60;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of bran bread,1 boiled egg,Cucumber,Lunch,1 serving of okra dish,1 slices of bran bread,1 bowl of yogurt,Snack,1 peach,Dinner,1 serving boiled chicken,serving of pasta,1 bown of yogurt,Non-fat Salad
1127;0;3;2600;100;70;50;Breakfast,1 cup of tea,5 olives,1 slice of bran bread,1 boiled egg,Cucumber,Snack,10 almonds,1 cup of coffee,Lunch,1 serving of mixed vegetable dish,1 slices of bran bread,1 bowl of yogurt,Snack,1 banana,1 cup of milk,Dinner,1 serving of chicken grill,serving of pasta,Non-fat Salad
1128;0;3;2600;150;80;50;Breakfast,1 cup of tea,2 boiled eggs,1 slice of bran bread,Snack,1 cup of coffee,Lunch,1 bowl of lentil soup,1 slice of bran bread,1 serving grilled chicken with vegetables dish,1 bown of yogurt,Snack,2 mandarins,Dinner,Non-fat Salad,1 bowl of yogurt
1129;0;3;2600;150;80;50;Breakfast,1 cup of tea,1 boiled egg,1 slice of bran bread,1 slice of low-fat white cheese,Snack,10 strawberries,Lunch,1 bowl of tomato soup,1 slice of bran bread,1 serving eggplant dish,1 bown of yogurt,Snack,1 apple,1 cup of coffee,Dinner,1 serving of chickpeas dish,1 slice of bran bread,Non-fat Salad
1130;0;3;2600;150;80;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of bran bread,Cucumber,Snack,1 pear,1 cup of coffee,Lunch,1 serving of celery dish,1 slice of bran bread,Non-fat Salad,1 glass of buttermilk,Snack,15 nuts, 10 almonds,Dinner,1 serving of haricot bean dish,Non-fat Salad,1 slice of bran bread
1131;0;3;2700;150;80;50;Breakfast,1 cup of tea,1 boiled egg,1 slice of low-fat white cheese,1 slice of bran bread,Snack,1 cup of milk,Lunch,1 bowl of barley noodle soup,1 slice of bran bread,4 meatballs,Non-fat Salad,Snack,20 cherries,Dinner,1 serving leek dish,Non-fat Salad,1 bowl of yogurt
1132;0;3;2700;150;80;50;Breakfast,1 cup of tea,Omelet with 1 egg,1 slice of bran bread,Snack,1 cup of coffee,Lunch,1 bowl of lentil soup,1 slice of bran bread,1 serving artichoke dish,Non-fat Salad,Snack,15 peanuts,10 hazelnuts,Dinner,1 serving of fish grill,Non-fat Salad,1 slice of bran bread
1133;0;3;2700;150;80;50;Breakfast,1 cup of tea,1 boiled egg,1 slice of bran bread,1 slice of low-fat white cheese,Snack,1 cup of coffee,Lunch,1 serving pumpkin dish,serving of pasta,1 bown of yogurt,Snack,10 plums,Dinner,1 serving okra dish,Non-fat Salad,1 bowl of yogurt
1134;0;3;2700;100;60;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of bran bread,1 boiled egg, Cucumber,Lunch,1 bowl of barley noodle soup,1 slice of bran bread,4 meatballs,Non-fat Salad,Snack,3 dried apricots,3 walnuts,1 cup of coffee,Dinner,1 serving spinach dish,1 slice of bran bread,1 bown of yogurt,Non-fat Salad
1135;0;3;2700;100;70;50;Breakfast,1 cup of tea,5 olives,1 slice of bran bread,Omelet with 1 egg,Cucumber,Snack,1 glass of milk,10 almonds,1 cup of coffee,Lunch,1 serving of green bean dish,serving of pasta,Non-fat Salad,Snack,1 banana,Dinner,1 serving of fish grill,Non-fat Salad,1 slice of bran bread
1136;0;3;2700;150;80;60;Breakfast,1 cup of tea,2 boiled eggs,1 slice of bran bread,1/2 avocado,Snack,1 cup of herbal tea,Lunch,1 bowl of lentil soup,1 slice of bran bread,1 serving artichoke dish,Non-fat Salad,Snack,1 apple,1 cup of coffee,Dinner,1 serving of chickpeas,1 slice of bran bread,Non-fat Salad
1137;0;3;2700;150;80;60;Breakfast,1 cup of tea,1 boiled egg,1 slice of bran bread,1 slice of low-fat white cheese,Snack,10 strawberries,Lunch,1 bowl of tomato soup,1 slice of bran bread,1 serving eggplant dish,1 bown of yogurt,Snack,1 apple,1 cup of coffee,Dinner,1 serving of haricot bean dish,Non-fat Salad,serving of pasta
1138;0;3;2700;150;80;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of bran bread,Cucumber,Snack,1 orange,1 cup of coffee,Lunch,1 bowl of tomato soup,1 slice of bran bread,1 serving eggplant dish,1 bown of yogurt,Snack,15 nuts, 10 almonds,Dinner,Non-fat Salad,1 slice of bran bread,1 bowl of yogurt
1139;0;3;2700;100;60;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of bran bread,1 boiled egg,Tomato, Cucumber,Lunch,1 serving of okra dish,1 slices of bran bread,1 bowl of yogurt,Snack,1 peach,Dinner,1 serving of chickpeas,1 slice of bran bread,Non-fat Salad
1140;0;3;2700;100;70;50;Breakfast,1 cup of tea,5 olives,serving of pasta,1 boiled egg,Cucumber,Snack,10 almonds,1 cup of coffee,Lunch,1 serving of mixed vegetable dish,1 slices of bran bread,1 bowl of yogurt,Snack,1 banana,1 cup of milk,Dinner,1 bowl of lentil soup,1 slice of bran bread,1 serving artichoke dish,Non-fat Salad
1141;0;3;2800;150;60;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of bran bread,1 boiled egg,Cucumber,Lunch,Salad with tuna,1 serving of rice,1 cup buttermilk,Snack,3 dried apricots,3 walnuts,1 cup of coffee,Dinner,1 serving spinach dish,1 slice of bran bread,1 bown of yogurt,Non-fat Salad
1142;0;3;2800;170;70;70;Breakfast,1 cup of tea,5 olives,1 slice of bran bread,Omelet with 1 egg,Cucumber,Snack,1 glass of milk,10 almonds,1 cup of coffee,Lunch,1 serving of green bean dish,2 slices of bran bread,1 bowl of yogurt,Snack,1 banana,Dinner,1 serving of chicken grill,1 serving of rice,Non-fat Salad
1143;0;3;2800;150;80;50;Breakfast,1 cup of tea,2 boiled eggs,1 slice of bran bread,1/2 avocado,Snack,1 cup of herbal tea,Lunch,1 bowl of lentil soup,1 slice of bran bread,1 serving eggplant dish,1 bown of yogurt,Snack,1 apple,1 cup of coffee,Dinner,1 serving of chickpea dish,1 slice of bran bread,Non-fat Salad
1144;0;3;2800;170;70;50;Breakfast,1 cup of tea,1 boiled egg,1 slice of bran bread,1 slice of low-fat white cheese,Snack,10 strawberries,Lunch,1 bowl of tomato soup,1 slice of bran bread,1 serving eggplant dish,1 bown of yogurt,Snack,1 orange,1 cup of coffee,Dinner,1 serving of chickpeas dish,1 slice of bran bread,Non-fat Salad
1145;0;3;2800;150;80;70;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of bran bread,Cucumber,Snack,1 orange,1 cup of coffee,Lunch,1 serving of grilled meat,1 slice of bran bread,Non-fat Salad,1 glass of buttermilk,Snack,15 nuts,10 almonds,Dinner,Non-fat Salad,1 slice of bran bread,1 bowl of yogurt
1146;0;3;2800;100;60;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 serving of rice,1 boiled egg,Cucumber,Lunch,1 serving of okra dish,1 slices of bran bread,1 bowl of yogurt,Snack,1 peach,Dinner,1 serving boiled chicken,1 serving of pasta,1 bown of yogurt,Non-fat Salad
1147;0;3;2800;100;70;40;Breakfast,1 cup of tea,5 olives,1 slice of bran bread,1 boiled egg,Cucumber,Snack,10 almonds,1 cup of coffee,Lunch,1 serving of mixed vegetable dish,1 slices of bran bread,1 bowl of yogurt,Snack,1 banana,1 cup of milk,Dinner,1 serving of chicken grill,1 slice of bran bread,Non-fat Salad
1148;0;3;2800;150;80;50;Breakfast,1 cup of tea,2 boiled eggs,1 slice of bran bread,Snack,1 cup of coffee,Lunch,1 bowl of lentil soup,1 slice of bran bread,1 serving grilled chicken with vegetables dish,1 bown of yogurt,Snack,2 mandarins,Dinner,Non-fat Salad,1 bowl of yogurt
1149;0;3;2800;160;80;50;Breakfast,1 cup of tea,1 boiled egg,1 slice of bran bread,1 slice of low-fat white cheese,Snack,10 strawberries,Lunch,1 bowl of tomato soup,1 serving of rice,1 serving eggplant dish,1 bown of yogurt,Snack,1 apple,1 cup of coffee,Dinner,1 serving of chickpeas dish,1 slice of bran bread,Non-fat Salad
1150;0;3;2800;150;60;60;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of bran bread,Cucumber,Snack,1 pear,1 cup of coffee,Lunch,1 serving of celery dish,1 serving of rice,Non-fat Salad,1 glass of buttermilk,Snack,15 nuts, 10 almonds,Dinner,1 serving of haricot bean dish,Non-fat Salad,1 slice of bran bread
1151;0;3;2900;150;80;50;Breakfast,1 cup of tea,1 boiled egg,1 slice of low-fat white cheese,1 slice of bran bread,Snack,1 cup of milk,Lunch,1 bowl of barley noodle soup,1 slice of bran bread,4 meatballs,Non-fat Salad,Snack,20 cherries,Dinner,1 serving leek dish,Non-fat Salad,1 bowl of yogurt
1152;0;3;2900;150;80;80;Breakfast,1 cup of tea,Omelet with 1 egg,1 serving of pasta,Snack,1 cup of coffee,Lunch,1 bowl of lentil soup,1 serving of rice,1 serving artichoke dish,Non-fat Salad,Snack,15 peanuts,10 hazelnuts,Dinner,1 serving of fish grill,Non-fat Salad,1 slice of bran bread
1153;0;3;2900;150;80;50;Breakfast,1 cup of tea,1 boiled egg,1 slice of bran bread,1 slice of low-fat white cheese,Snack,1 cup of coffee,Lunch,1 serving pumpkin dish,1 serving of pasta,1 bown of yogurt,Snack,10 plums,Dinner,1 serving okra dish,Non-fat Salad,1 bowl of yogurt
1154;0;3;2900;100;60;60;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 serving of pasta,1 boiled egg,Cucumber,Lunch,1 bowl of barley noodle soup,1 slice of bran bread,4 meatballs,Non-fat Salad,Snack,3 dried apricots,3 walnuts,1 cup of coffee,Dinner,1 serving spinach dish,1 slice of bran bread,1 bown of yogurt,Non-fat Salad
1155;0;3;2900;100;70;50;Breakfast,1 cup of tea,5 olives,1 slice of bran bread,Omelet with 1 egg,Cucumber,Snack,1 glass of milk,10 almonds,1 cup of coffee,Lunch,1 serving of green bean dish,1 serving of pasta,Non-fat Salad,Snack,1 banana,Dinner,1 serving of fish grill,Non-fat Salad,1 slice of bran bread
1156;0;3;2900;150;80;90;Breakfast,1 cup of tea,2 boiled eggs,1 slice of bran bread,1/2 avocado,Snack,1 cup of herbal tea,Lunch,1 bowl of lentil soup,1 slice of bran bread,1 serving artichoke dish,Non-fat Salad,Snack,1 apple,1 cup of coffee,Dinner,1 serving of chickpeas,1 slice of bran bread,Non-fat Salad
1157;0;3;2000;150;80;50;Breakfast,1 cup of tea,1 boiled egg,1 slice of bran bread,1 slice of low-fat white cheese,Snack,10 strawberries,Lunch,1 bowl of tomato soup,1 serving of rice,1 serving eggplant dish,1 bown of yogurt,Snack,1 apple,1 cup of coffee,Dinner,1 serving of haricot bean dish,Non-fat Salad,1 slice of bran bread
1158;0;3;2900;150;80;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of bran bread,Cucumber,Snack,1 orange,1 cup of coffee,Lunch,1 bowl of tomato soup,1 slice of bran bread,1 serving eggplant dish,1 bown of yogurt,Snack,15 nuts, 10 almonds,Dinner,Non-fat Salad,1 slice of bran bread,1 bowl of yogurt
1159;0;3;2900;170;70;70;Breakfast,1 cup of tea,5 olives,1 slice of bran bread,1 boiled egg,Cucumber,Snack,10 almonds,1 cup of coffee,Lunch,1 serving of mixed vegetable dish,1 serving of pasta,1 bowl of yogurt,Snack,1 banana,1 cup of milk,Dinner,1 bowl of lentil soup,1 slice of bran bread,1 serving artichoke dish,Non-fat Salad
1160;0;3;3000;100;60;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of bran bread,1 boiled egg,Cucumber,Lunch,Salad with tuna,2 slices of bran bread,1 cup buttermilk,Snack,3 dried apricots,3 walnuts,1 cup of coffee,Dinner,1 serving spinach dish,1 serving of rice,1 bown of yogurt,Non-fat Salad
1161;0;3;3000;100;70;60;Breakfast,1 cup of tea,5 olives,1 slice of bran bread,Omelet with 1 egg,Cucumber,Snack,1 glass of milk,10 almonds,1 cup of coffee,Lunch,1 serving of green bean dish,2 slices of bran bread,1 bowl of yogurt,Snack,1 banana,Dinner,1 serving of chicken grill,1 serving of rice,Non-fat Salad
1162;0;3;3000;150;80;50;Breakfast,1 cup of tea,2 boiled eggs,1 slice of bran bread,1/2 avocado,Snack,1 cup of herbal tea,Lunch,1 bowl of lentil soup,1 slice of bran bread,1 serving eggplant dish,1 bown of yogurt,Snack,1 apple,1 cup of coffee,Dinner,1 serving of chickpea dish,1 serving of rice,Non-fat Salad
1163;0;3;3000;150;80;80;Breakfast,1 cup of tea,1 boiled egg,1 slice of bran bread,1 slice of low-fat white cheese,Snack,10 strawberries,Lunch,1 bowl of tomato soup,1 slice of bran bread,1 serving eggplant dish,1 bown of yogurt,Snack,1 orange,1 cup of coffee,Dinner,1 serving of chickpeas dish,1 serving of rice,Non-fat Salad
1164;0;3;3000;150;80;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of bran bread,Cucumber,Snack,1 orange,1 cup of coffee,Lunch,1 serving of grilled meat,1 serving of pasta,Non-fat Salad,1 glass of buttermilk,Snack,15 nuts,10 almonds,Dinner,Non-fat Salad,1 slice of bran bread,1 bowl of yogurt
1165;0;3;3000;100;60;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of bran bread,1 boiled egg,Cucumber,Lunch,1 serving of okra dish,1 slices of bran bread,1 bowl of yogurt,Snack,1 peach,Dinner,1 serving boiled chicken,1 serving of pasta,1 bown of yogurt,Non-fat Salad
1166;0;3;3000;100;70;50;Breakfast,1 cup of tea,5 olives,1 slice of bran bread,1 boiled egg,Cucumber,Snack,10 almonds,1 cup of coffee,Lunch,1 serving of mixed vegetable dish,1 serving of pasta,1 bowl of yogurt,Snack,1 banana,1 cup of milk,Dinner,1 serving of chicken grill,1 slice of bran bread,Non-fat Salad
1167;0;3;3000;150;80;70;Breakfast,1 cup of tea,2 boiled eggs,1 slice of bran bread,Snack,1 cup of coffee,Lunch,1 bowl of lentil soup,1 slice of bran bread,1 serving grilled chicken with vegetables dish,1 bown of yogurt,Snack,2 mandarins,Dinner,Non-fat Salad,1 bowl of yogurt
1168;0;3;3000;170;80;50;Breakfast,1 cup of tea,1 boiled egg,1 slice of bran bread,1 slice of low-fat white cheese,Snack,10 strawberries,Lunch,1 bowl of tomato soup,1 serving of rice,1 serving eggplant dish,1 bown of yogurt,Snack,1 apple,1 cup of coffee,Dinner,1 serving of chickpeas dish,1 slice of bran bread,Non-fat Salad
1169;0;3;3000;150;80;60;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of bran bread,Cucumber,Snack,1 pear,1 cup of coffee,Lunch,1 serving of celery dish,1 serving of rice,Non-fat Salad,1 glass of buttermilk,Snack,15 nuts, 10 almonds,Dinner,1 serving of haricot bean dish,Non-fat Salad,1 slice of bran bread
1170;1;3;1600;160;60;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of bran bread,1 boiled egg,Cucumber,Lunch,Non-fat Salad,1 cup buttermilk,Snack,3 dried apricots,3 walnuts,1 cup of coffee,Dinner,1 serving spinach dish,1 bown of yogurt,Non-fat Salad
1171;1;3;1600;100;70;90;Breakfast,1 cup of tea,5 olives,1 slice of bran bread,Omelet with 1 egg,Cucumber,Snack,1 glass of milk,10 almonds,1 cup of coffee,Lunch,1 serving of green bean dish,1 bowl of yogurt,Snack,1 banana,Dinner,1 serving of okra dish,Non-fat Salad
1172;1;3;1600;170;80;50;Breakfast,1 cup of tea,2 boiled eggs,1 slice of bran bread,1/2 avocado,Snack,1 cup of herbal tea,Lunch,1 bowl of lentil soup,1 serving plant dish,1 bown of yogurt,Snack,1 apple,1 cup of coffee,Dinner,1 serving of okra dish,Non-fat Salad
1173;1;3;1600;150;90;50;Breakfast,1 cup of tea,1 boiled egg,1 slice of bran bread,1 slice of low-fat white cheese,Snack,10 strawberries,Lunch,1 bowl of tomato soup,1 serving plant dish,1 bown of yogurt,Snack,1 apple,1 cup of coffee,Dinner,1 serving of chickpeas dish,Non-fat Salad
1174;1;3;1600;190;80;70;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of bran bread,Cucumber,Snack,1 orange,1 cup of coffee,Lunch,1 serving of okra dish,Non-fat Salad,1 glass of buttermilk,Snack,15 nuts, 10 almonds,Dinner,1 serving of haricot bean dish,Non-fat Salad,1 bowl of yogurt
1175;1;3;1600;100;60;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of bran bread,1 boiled egg,Tomato, Cucumber,Lunch,1 serving of okra dish,1 bowl of yogurt,Snack,1 peach,Dinner,1 serving of haricot bean dish,1 bown of yogurt,Non-fat Salad
1176;1;3;1600;100;70;60;Breakfast,1 cup of tea,5 olives,1 slice of bran bread,1 boiled egg,Cucumber,Snack,10 almonds,1 cup of coffee,Lunch,1 serving of mixed vegetable dish,1 bowl of yogurt,Snack,1 banana,1 cup of milk,Dinner,1 serving of haricot bean dish,Non-fat Salad
1177;1;3;1600;150;80;50;Breakfast,1 cup of tea,2 boiled eggs,1 slice of bran bread,Snack,1 cup of coffee,Lunch,1 bowl of lentil soup,1 serving leek dish,1 bown of yogurt,Snack,2 mandarins,Dinner,Non-fat Salad,1 bowl of yogurt
1178;1;3;1600;150;80;50;Breakfast,1 cup of tea,1 boiled egg,1 slice of bran bread,1 slice of low-fat white cheese,Snack,10 strawberries,Lunch,1 bowl of tomato soup,1 serving of mixed vegetable dish,1 bown of yogurt,Snack,1 apple,1 cup of coffee,Dinner,1 serving of green bean dish,Non-fat Salad
1179;1;3;1600;150;80;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of bran bread,Cucumber,Snack,1 pear,1 cup of coffee,Lunch,1 serving of celery dish,Non-fat Salad,1 glass of buttermilk,Snack,15 nuts, 10 almonds,Dinner,1 serving of haricot bean dish,Non-fat Salad
1180;1;3;1700;150;80;50;Breakfast,1 cup of tea,1 boiled egg,1 slice of low-fat white cheese,1 slice of bran bread,Snack,1 cup of milk,Lunch,1 bowl of barley noodle soup,1 serving of green bean dish,Non-fat Salad,Snack,20 cherries,Dinner,1 serving leek dish,Non-fat Salad,1 bowl of yogurt
1181;1;3;1700;150;80;50;Breakfast,1 cup of tea,Omelet with 1 egg,1 slice of bran bread,Snack,1 cup of coffee,Lunch,1 bowl of lentil soup,1 slice of bran bread,1 serving artichoke dish,Non-fat Salad,Snack,15 peanut,10 hazelnut,Dinner,1 serving of mixed vegetable dish,Non-fat Salad
1182;1;3;1700;150;80;50;Breakfast,1 cup of tea,1 boiled egg,1 slice of bran bread,1 slice of low-fat white cheese,Snack,1 cup of coffee,Lunch,1 serving pumpkin dish,1 slice of bran bread,1 bown of yogurt,Snack,10 plum,Dinner,1 serving okra dish,Non-fat Salad,1 bowl of yogurt
1183;1;3;1700;100;60;90;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of bran bread,1 boiled egg,Cucumber,Lunch,1 bowl of barley noodle soup,1 serving spinach dish,Non-fat Salad,Snack,3 dried apricots,3 walnuts,1 cup of coffee,Dinner,1 serving spinach dish,1 slice of bran bread,1 bown of yogurt,Non-fat Salad
1184;1;3;1700;100;70;50;Breakfast,1 cup of tea,5 olives,1 slice of bran bread,Omelet with 1 egg,Cucumber,Snack,1 glass of milk,10 almonds,1 cup of coffee,Lunch,1 serving of green bean dish,2 slices of bran bread,Non-fat Salad,Snack,1 banana,Dinner,1 serving pumpkin dish,Non-fat Salad
1185;1;3;1700;170;80;80;Breakfast,1 cup of tea,2 boiled eggs,1 slice of bran bread,1/2 avocado,Snack,1 cup of herbal tea,Lunch,1 bowl of lentil soup,1 slice of bran bread,1 serving artichoke dish,Non-fat Salad,Snack,1 apple,1 cup of coffee,Dinner,1 serving of okra dish,Non-fat Salad
1186;1;3;1700;150;80;50;Breakfast,1 cup of tea,1 boiled egg,1 slice of bran bread,1 slice of low-fat white cheese,Snack,10 strawberries,Lunch,1 bowl of tomato soup,1 serving artichoke dish,1 bown of yogurt,Snack,1 apple,1 cup of coffee,Dinner,1 serving of haricot bean dish,Non-fat Salad,1 slice of bran bread
1187;1;3;1700;150;80;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of bran bread,Cucumber,Snack,1 orange,1 cup of coffee,Lunch,1 bowl of tomato soup,1 slice of bran bread,1 serving of okra dish,1 bown of yogurt,Snack,15 nuts, 10 almonds,Dinner,Non-fat Salad,1 bowl of yogurt
1188;1;3;1700;100;60;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of bran bread,1 boiled egg,Cucumber,Lunch,1 serving of okra dish,1 slices of bran bread,1 bowl of yogurt,Snack,1 peach,Dinner,1 serving pumpkin dish,Non-fat Salad
